thornhill_tip_label,taxon,taxon_sp
Eucalyptus_obtusiflora_MC_10760,Eucalyptus_obtusiflora,Eucalyptus_obtusiflora
Eucalyptus_polita_22,Eucalyptus_polita,Eucalyptus_polita
Eucalyptus_kondininensis_85,Eucalyptus_kondininensis,Eucalyptus_kondininensis
Eucalyptus_georgei_subsp_georgei_323,Eucalyptus_georgei_georgei,Eucalyptus_georgei
Eucalyptus_corrugata_7,Eucalyptus_corrugata,Eucalyptus_corrugata
Eucalyptus_comitae_vallis_465,Eucalyptus_comitae_vallis,Eucalyptus_comitae
Eucalyptus_brachycorys_266,Eucalyptus_brachycorys,Eucalyptus_brachycorys
Eucalyptus_protensa_14,Eucalyptus_protensa,Eucalyptus_protensa
Eucalyptus_salubris_589,Eucalyptus_salubris,Eucalyptus_salubris
Eucalyptus_tumida_CANB_794343,Eucalyptus_tumida,Eucalyptus_tumida
Eucalyptus_creta_29,Eucalyptus_creta,Eucalyptus_creta
Eucalyptus_terebra_31,Eucalyptus_terebra,Eucalyptus_terebra
Eucalyptus_effusa_subsp_effusa_39,Eucalyptus_effusa_effusa,Eucalyptus_effusa
Eucalyptus_campaspe_522,Eucalyptus_campaspe,Eucalyptus_campaspe
Eucalyptus_jimberlanica_16,Eucalyptus_jimberlanica,Eucalyptus_jimberlanica
Eucalyptus_diptera_535,Eucalyptus_diptera,Eucalyptus_diptera
Eucalyptus_ravida_458,Eucalyptus_ravida,Eucalyptus_ravida
Eucalyptus_pruiniramis_MC_11189,Eucalyptus_pruiniramis,Eucalyptus_pruiniramis
Eucalyptus_accedens_346,Eucalyptus_accedens,Eucalyptus_accedens
Eucalyptus_stowardii_CANB_790458,Eucalyptus_stowardii,Eucalyptus_stowardii
Eucalyptus_carnei_757,Eucalyptus_carnei,Eucalyptus_carnei
Eucalyptus_grossa_CANB_794307,Eucalyptus_grossa,Eucalyptus_grossa
Eucalyptus_thamnoides_86,Eucalyptus_thamnoides,Eucalyptus_thamnoides
Eucalyptus_xanthonema_subsp_xanthonema_CANB_794264,Eucalyptus_xanthonema_xanthonema,Eucalyptus_xanthonema
Eucalyptus_tortilis_588,Eucalyptus_tortilis,Eucalyptus_tortilis
Eucalyptus_laeliae_337,Eucalyptus_laeliae,Eucalyptus_laeliae
Eucalyptus_wubinensis_50,Eucalyptus_wubinensis,Eucalyptus_wubinensis
Eucalyptus_trivalvis_AHT_E5,Eucalyptus_trivalvis,Eucalyptus_trivalvis
Eucalyptus_articulata_186,Eucalyptus_articulata,Eucalyptus_articulata
Eucalyptus_loxophleba_subsp_loxophleba_ANBG_9205090,Eucalyptus_loxophleba_loxophleba,Eucalyptus_loxophleba
Eucalyptus_zopherophloia_AHT_E12,Eucalyptus_zopherophloia,Eucalyptus_zopherophloia
Eucalyptus_medialis_AHT_E20,Eucalyptus_medialis,Eucalyptus_medialis
Eucalyptus_arachnae_518,Eucalyptus_arachnae,Eucalyptus_arachnae
Eucalyptus_praetermissa_CANB_610680,Eucalyptus_praetermissa,Eucalyptus_praetermissa
Eucalyptus_phaenophylla_subsp_phaenophylla_CANB_794282,Eucalyptus_phaenophylla_phaenophylla,Eucalyptus_phaenophylla
Eucalyptus_clivicola_66,Eucalyptus_clivicola,Eucalyptus_clivicola
Eucalyptus_melanophitra_582,Eucalyptus_melanophitra,Eucalyptus_melanophitra
Eucalyptus_histophylla_12,Eucalyptus_histophylla,Eucalyptus_histophylla
Eucalyptus_livida_CANB_794326,Eucalyptus_livida,Eucalyptus_livida
Eucalyptus_abdita_CANB_687864,Eucalyptus_abdita,Eucalyptus_abdita
Eucalyptus_pluricaulis_subsp_pluricaulis_296,Eucalyptus_pluricaulis_pluricaulis,Eucalyptus_pluricaulis
Eucalyptus_gardneri_subsp_gardneri_593,Eucalyptus_gardneri_gardneri,Eucalyptus_gardneri
Eucalyptus_densa_subsp_densa_363,Eucalyptus_densa_densa,Eucalyptus_densa
Eucalyptus_cyclostoma_9903101,Eucalyptus_cyclostoma,Eucalyptus_cyclostoma
Eucalyptus_kruseana_129,Eucalyptus_kruseana,Eucalyptus_kruseana
Eucalyptus_brachyphylla_9807043,Eucalyptus_brachyphylla,Eucalyptus_brachyphylla
Eucalyptus_extensa_33,Eucalyptus_extensa,Eucalyptus_extensa
Eucalyptus_semota_530,Eucalyptus_semota,Eucalyptus_semota
Eucalyptus_stricklandii_18,Eucalyptus_stricklandii,Eucalyptus_stricklandii
Eucalyptus_erythronema_subsp_erythronema_19,Eucalyptus_erythronema_erythronema,Eucalyptus_erythronema
Eucalyptus_talyuberlup_724,Eucalyptus_talyuberlup,Eucalyptus_talyuberlup
Eucalyptus_utilis_62,Eucalyptus_utilis,Eucalyptus_utilis
Eucalyptus_nutans_722,Eucalyptus_nutans,Eucalyptus_nutans
Eucalyptus_spathulata_subsp_spathulata_368,Eucalyptus_spathulata_spathulata,Eucalyptus_spathulata
Eucalyptus_prominens_373,Eucalyptus_prominens,Eucalyptus_prominens
Eucalyptus_vesiculosa_87,Eucalyptus_vesiculosa,Eucalyptus_vesiculosa
Eucalyptus_cernua_436,Eucalyptus_cernua,Eucalyptus_cernua
Eucalyptus_occidentalis_430,Eucalyptus_occidentalis,Eucalyptus_occidentalis
Eucalyptus_proxima_432,Eucalyptus_proxima,Eucalyptus_proxima
Eucalyptus_astringens_subsp_astringens_68,Eucalyptus_astringens_astringens,Eucalyptus_astringens
Eucalyptus_blaxellii_MC_11172,Eucalyptus_blaxellii,Eucalyptus_blaxellii
Eucalyptus_subtilis_57,Eucalyptus_subtilis,Eucalyptus_subtilis
Eucalyptus_whitei_513,Eucalyptus_whitei,Eucalyptus_whitei
Eucalyptus_cerasiformis_CANB_586828,Eucalyptus_cerasiformis,Eucalyptus_cerasiformis
Eucalyptus_vegrandis_subsp_vegrandis_435,Eucalyptus_vegrandis_vegrandis,Eucalyptus_vegrandis
Eucalyptus_alipes_53,Eucalyptus_alipes,Eucalyptus_alipes
Eucalyptus_goniocarpa_536,Eucalyptus_goniocarpa,Eucalyptus_goniocarpa
Eucalyptus_desmondensis_515,Eucalyptus_desmondensis,Eucalyptus_desmondensis
Eucalyptus_lehmanii_subsp_lehmanii_531,Eucalyptus_lehmanii_lehmanii,Eucalyptus_lehmanii
Eucalyptus_hebetifolia_467228,Eucalyptus_hebetifolia,Eucalyptus_hebetifolia
Eucalyptus_annulata_CANB_794263,Eucalyptus_annulata,Eucalyptus_annulata
Eucalyptus_redunca_507,Eucalyptus_redunca,Eucalyptus_redunca
Eucalyptus_dielsii_74,Eucalyptus_dielsii,Eucalyptus_dielsii
Eucalyptus_suggrandis_subsp_suggrandis_82,Eucalyptus_suggrandis_suggrandis,Eucalyptus_suggrandis
Eucalyptus_tenera_440,Eucalyptus_tenera,Eucalyptus_tenera
Eucalyptus_eremophila_CANB_794301,Eucalyptus_eremophila,Eucalyptus_eremophila
Eucalyptus_mimica_subsp_mimica_534,Eucalyptus_mimica_mimica,Eucalyptus_mimica
Eucalyptus_depauperata_CANB_794299,Eucalyptus_depauperata,Eucalyptus_depauperata
Eucalyptus_cylindriflora_CANB_794327,Eucalyptus_cylindriflora,Eucalyptus_cylindriflora
Eucalyptus_sargentii_subsp_sargentii_524,Eucalyptus_sargentii_sargentii,Eucalyptus_sargentii
Eucalyptus_aspratilis_AHT_E18,Eucalyptus_aspratilis,Eucalyptus_aspratilis
Eucalyptus_diminuta_438,Eucalyptus_diminuta,Eucalyptus_diminuta
Eucalyptus_steedmanii_585,Eucalyptus_steedmanii,Eucalyptus_steedmanii
Eucalyptus_microschema_CANB_635056,Eucalyptus_microschema,Eucalyptus_microschema
Eucalyptus_cuspidata_6,Eucalyptus_cuspidata,Eucalyptus_cuspidata
Eucalyptus_macrandra_153,Eucalyptus_macrandra,Eucalyptus_macrandra
Eucalyptus_gomphocephala_357,Eucalyptus_gomphocephala,Eucalyptus_gomphocephala
Eucalyptus_incerata_728,Eucalyptus_incerata,Eucalyptus_incerata
Eucalyptus_megacornuta_84,Eucalyptus_megacornuta,Eucalyptus_megacornuta
Eucalyptus_conferruminata_subsp_recherche_114,Eucalyptus_conferruminata_recherche,Eucalyptus_conferruminata
Eucalyptus_mcquoidii_4,Eucalyptus_mcquoidii,Eucalyptus_mcquoidii
Eucalyptus_newbeyi_501,Eucalyptus_newbeyi,Eucalyptus_newbeyi
Eucalyptus_burdettiana_510,Eucalyptus_burdettiana,Eucalyptus_burdettiana
Eucalyptus_cornuta_65,Eucalyptus_cornuta,Eucalyptus_cornuta
