taxon,taxon_sp,taxon_sp_new,genus,subgenus,section,series,subseries,species,subspecies
Eucalyptus_dielsii,Eucalyptus_dielsii,Eucalyptus_dielsii,Eucalyptus,Symphyomyrtus,Glandulosae,Elongatae,,dielsii,
Eucalyptus_erythronema_erythronema,Eucalyptus_erythronema,Eucalyptus_erythronema,Eucalyptus,Symphyomyrtus,Glandulosae,Elongatae,,erythronema,erythronema
Eucalyptus_erythronema_inornata,Eucalyptus_erythronema,Eucalyptus_erythronema,Eucalyptus,Symphyomyrtus,Glandulosae,Elongatae,,erythronema,inornata
Eucalyptus_alipes,Eucalyptus_alipes,Eucalyptus_alipes,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Abundae,alipes,
Eucalyptus_aspratilis,Eucalyptus_aspratilis,Eucalyptus_aspratilis,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Pedicellatae,aspratilis,
Eucalyptus_astringens_astringens,Eucalyptus_astringens,Eucalyptus_astringens,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Pedicellatae,astringens,astringens
Eucalyptus_astringens_merleae,Eucalyptus_astringens,Eucalyptus_astringens,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Pedicellatae,astringens,merleae
Eucalyptus_astringens_redacta,Eucalyptus_astringens,Eucalyptus_astringens,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Pedicellatae,astringens,redacta
Eucalyptus_calyerup,Eucalyptus_calyerup,Eucalyptus_calyerup,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Inter-subserieshybrid,calyerup,
Eucalyptus_calyerup,Eucalyptus_calyerup,Eucalyptus_calyerup,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Inter-subserieshybrid,calyerup,
Eucalyptus_diminuta,Eucalyptus_diminuta,Eucalyptus_diminuta,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Pedicellatae,diminuta,
Eucalyptus_eremophila_eremophila,Eucalyptus_eremophila,Eucalyptus_eremophila,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Abundae,eremophila,eremophila
Eucalyptus_eremophila_Nullarborcoast(Nicolle5976&French),Eucalyptus_eremophila,Eucalyptus_eremophila,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Abundae,eremophila,Nullarborcoast(Nicolle5976&French)
Eucalyptus_goniocarpa,Eucalyptus_goniocarpa,Eucalyptus_goniocarpa,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Abundae,goniocarpa,
Eucalyptus_incerata,Eucalyptus_incerata,Eucalyptus_incerata,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Abundae,incerata,
Eucalyptus_mimica_continens,Eucalyptus_mimica,Eucalyptus_mimica,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Abundae,mimica,continens
Eucalyptus_mimica_mimica,Eucalyptus_mimica,Eucalyptus_mimica,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Abundae,mimica,mimica
Eucalyptus_nutans,Eucalyptus_nutans,Eucalyptus_nutans,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Abundae,nutans,
Eucalyptus_occidentalis,Eucalyptus_occidentalis,Eucalyptus_occidentalis,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Pedicellatae,occidentalis,
Eucalyptus_orthostemon,Eucalyptus_orthostemon,Eucalyptus_orthostemon,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Abundae,orthostemon,
Eucalyptus_platypus_congregata,Eucalyptus_platypus,Eucalyptus_platypus,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Abundae,platypus,congregata
Eucalyptus_platypus_platypus,Eucalyptus_platypus,Eucalyptus_platypus,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Abundae,platypus,platypus
Eucalyptus_sargentii_onesis,Eucalyptus_sargentii,Eucalyptus_sargentii,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Pedicellatae,sargentii,onesis
Eucalyptus_sargentii_sargentii,Eucalyptus_sargentii,Eucalyptus_sargentii,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Pedicellatae,sargentii,sargentii
Eucalyptus_spathulata_salina,Eucalyptus_spathulata,Eucalyptus_spathulata,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Abundae,spathulata,salina
Eucalyptus_spathulata_spathulata,Eucalyptus_spathulata,Eucalyptus_spathulata,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Abundae,spathulata,spathulata
Eucalyptus_sporadica,Eucalyptus_sporadica,Eucalyptus_sporadica,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Pedicellatae,sporadica,
Eucalyptus_steedmanii,Eucalyptus_steedmanii,Eucalyptus_steedmanii,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Abundae,steedmanii,
Eucalyptus_stowardii,Eucalyptus_stowardii,Eucalyptus_stowardii,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Pedicellatae,stowardii,
Eucalyptus_suggrandis_promiscua,Eucalyptus_suggrandis,Eucalyptus_suggrandis,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Abundae,suggrandis,promiscua
Eucalyptus_suggrandis_suggrandis,Eucalyptus_suggrandis,Eucalyptus_suggrandis,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Abundae,suggrandis,suggrandis
Eucalyptus_tenera,Eucalyptus_tenera,Eucalyptus_tenera,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Abundae,tenera,
Eucalyptus_tephroclada,Eucalyptus_tephroclada,Eucalyptus_tephroclada,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Abundae,tephroclada,
Eucalyptus_thamnoides,Eucalyptus_thamnoides,Eucalyptus_thamnoides,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Pedicellatae,thamnoides,
Eucalyptus_utilis,Eucalyptus_utilis,Eucalyptus_utilis,Eucalyptus,Symphyomyrtus,Glandulosae,Erectae,Abundae,utilis,
Eucalyptus_bennettiae,Eucalyptus_bennettiae,Eucalyptus_bennettiae,Eucalyptus,Symphyomyrtus,Glandulosae,Inter-serieshybrid,,bennettiae,
Eucalyptus_bennettiae,Eucalyptus_bennettiae,Eucalyptus_bennettiae,Eucalyptus,Symphyomyrtus,Glandulosae,Inter-serieshybrid,,bennettiae,
Eucalyptus_brachyphylla,Eucalyptus_brachyphylla,Eucalyptus_brachyphylla,Eucalyptus,Symphyomyrtus,Glandulosae,Inter-serieshybrid,,brachyphylla,
Eucalyptus_brachyphylla,Eucalyptus_brachyphylla,Eucalyptus_brachyphylla,Eucalyptus,Symphyomyrtus,Glandulosae,Inter-serieshybrid,,brachyphylla,
Eucalyptus_crispata,Eucalyptus_crispata,Eucalyptus_crispata,Eucalyptus,Symphyomyrtus,Glandulosae,Inter-serieshybrid,,crispata,
Eucalyptus_crispata,Eucalyptus_crispata,Eucalyptus_crispata,Eucalyptus,Symphyomyrtus,Glandulosae,Inter-serieshybrid,,crispata,
Eucalyptus_kruseana,Eucalyptus_kruseana,Eucalyptus_kruseana,Eucalyptus,Symphyomyrtus,Glandulosae,Kruseanae,,kruseana,
Eucalyptus_arborella,Eucalyptus_arborella,Eucalyptus_arborella,Eucalyptus,Symphyomyrtus,Glandulosae,Lehmannianae,Conjunctae,arborella,
Eucalyptus_burdettiana,Eucalyptus_burdettiana,Eucalyptus_burdettiana,Eucalyptus,Symphyomyrtus,Glandulosae,Lehmannianae,Liberae,burdettiana,
Eucalyptus_conferruminata_CapeArid(Nicolle6370&French),Eucalyptus_conferruminata,Eucalyptus_conferruminata,Eucalyptus,Symphyomyrtus,Glandulosae,Lehmannianae,Conjunctae,conferruminata,CapeArid(Nicolle6370&French)
Eucalyptus_conferruminata_conferruminata,Eucalyptus_conferruminata,Eucalyptus_conferruminata,Eucalyptus,Symphyomyrtus,Glandulosae,Lehmannianae,Conjunctae,conferruminata,conferruminata
Eucalyptus_conferruminata_recherche,Eucalyptus_conferruminata,Eucalyptus_conferruminata,Eucalyptus,Symphyomyrtus,Glandulosae,Lehmannianae,Conjunctae,conferruminata,recherche
Eucalyptus_cornuta,Eucalyptus_cornuta,Eucalyptus_cornuta,Eucalyptus,Symphyomyrtus,Glandulosae,Lehmannianae,Cornutae,cornuta,
Eucalyptus_lehmanii,Eucalyptus_lehmanii,Eucalyptus_lehmanii,Eucalyptus,Symphyomyrtus,Glandulosae,Lehmannianae,Conjunctae,lehmannii,
Eucalyptus_lehmanii,Eucalyptus_lehmanii,Eucalyptus_lehmanii,Eucalyptus,Symphyomyrtus,Glandulosae,Lehmannianae,Conjunctae,lehmannii,
Eucalyptus_lehmannii_lehmannii,Eucalyptus_lehmannii,Eucalyptus_lehmannii,Eucalyptus,Symphyomyrtus,Glandulosae,Lehmannianae,Conjunctae,lehmannii,lehmannii
Eucalyptus_lehmannii_parallela,Eucalyptus_lehmannii,Eucalyptus_lehmannii,Eucalyptus,Symphyomyrtus,Glandulosae,Lehmannianae,Conjunctae,lehmannii,parallela
Eucalyptus_macrandra,Eucalyptus_macrandra,Eucalyptus_macrandra,Eucalyptus,Symphyomyrtus,Glandulosae,Lehmannianae,Cornutae,macrandra,
Eucalyptus_mcquoidii,Eucalyptus_mcquoidii,Eucalyptus_mcquoidii,Eucalyptus,Symphyomyrtus,Glandulosae,Lehmannianae,Conjunctae,mcquoidii,
Eucalyptus_megacornuta,Eucalyptus_megacornuta,Eucalyptus_megacornuta,Eucalyptus,Symphyomyrtus,Glandulosae,Lehmannianae,Liberae,megacornuta,
Eucalyptus_newbeyi,Eucalyptus_newbeyi,Eucalyptus_newbeyi,Eucalyptus,Symphyomyrtus,Glandulosae,Lehmannianae,Liberae,newbeyi,
Eucalyptus_retusa,Eucalyptus_retusa,Eucalyptus_retusa,Eucalyptus,Symphyomyrtus,Glandulosae,Lehmannianae,Conjunctae,retusa,
Eucalyptus_sinuosa,Eucalyptus_sinuosa,Eucalyptus_sinuosa,Eucalyptus,Symphyomyrtus,Glandulosae,Lehmannianae,Conjunctae,sinuosa,
Eucalyptus_talyuberlup,Eucalyptus_talyuberlup,Eucalyptus_talyuberlup,Eucalyptus,Symphyomyrtus,Glandulosae,Lehmannianae,Liberae,talyuberlup,
Eucalyptus_abdita,Eucalyptus_abdita,Eucalyptus_abdita,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,abdita,
Eucalyptus_abdita,Eucalyptus_abdita,Eucalyptus_abdita,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,abdita,
Eucalyptus_arachnae,Eucalyptus_arachnae,Eucalyptus_arachnae,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,arachnae,
Eucalyptus_arachnae,Eucalyptus_arachnae,Eucalyptus_arachnae,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,arachnae,
Eucalyptus_arachnaea_arachnaea,Eucalyptus_arachnaea,Eucalyptus_arachnaea,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,arachnaea,arachnaea
Eucalyptus_arachnaea_arrecta,Eucalyptus_arachnaea,Eucalyptus_arachnaea,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,arachnaea,arrecta
Eucalyptus_capillosa,Eucalyptus_capillosa,Eucalyptus_capillosa,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,capillosa,
Eucalyptus_clivicola,Eucalyptus_clivicola,Eucalyptus_clivicola,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,clivicola,
Eucalyptus_densa,Eucalyptus_densa,Eucalyptus_densa,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,densa,
Eucalyptus_desmondensis,Eucalyptus_desmondensis,Eucalyptus_desmondensis,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Desmondenses,desmondensis,
Eucalyptus_flavida,Eucalyptus_flavida,Eucalyptus_flavida,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,flavida,
Eucalyptus_gardneri,Eucalyptus_gardneri,Eucalyptus_gardneri,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,gardneri,
Eucalyptus_hebetifolia,Eucalyptus_hebetifolia,Eucalyptus_hebetifolia,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,hebetifolia,
Eucalyptus_histophylla,Eucalyptus_histophylla,Eucalyptus_histophylla,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,histophylla,
Eucalyptus_improcera,Eucalyptus_improcera,Eucalyptus_improcera,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,improcera,
Eucalyptus_livida,Eucalyptus_livida,Eucalyptus_livida,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,livida,
Eucalyptus_melanophitra,Eucalyptus_melanophitra,Eucalyptus_melanophitra,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,melanophitra,
Eucalyptus_nigrifunda,Eucalyptus_nigrifunda,Eucalyptus_nigrifunda,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,nigrifunda,
Eucalyptus_phaenophylla,Eucalyptus_phaenophylla,Eucalyptus_phaenophylla,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,phaenophylla,
Eucalyptus_pluricaulis,Eucalyptus_pluricaulis,Eucalyptus_pluricaulis,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,,,
Eucalyptus_praetermissa,Eucalyptus_praetermissa,Eucalyptus_praetermissa,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,praetermissa,
Eucalyptus_ravensthorpensis,Eucalyptus_ravensthorpensis,Eucalyptus_ravensthorpensis,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,ravensthorpensis,
Eucalyptus_redunca_pluricaulis,Eucalyptus_redunca,Eucalyptus_redunca,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,redunca,pluricaulis
Eucalyptus_redunca_porphyrea,Eucalyptus_redunca,Eucalyptus_redunca,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,redunca,porphyrea
Eucalyptus_redunca_redunca,Eucalyptus_redunca,Eucalyptus_redunca,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,redunca,redunca
Eucalyptus_subangusta_cerina,Eucalyptus_subangusta,Eucalyptus_subangusta,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,subangusta,cerina
Eucalyptus_subangusta_pusilla,Eucalyptus_subangusta,Eucalyptus_subangusta,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,subangusta,pusilla
Eucalyptus_subangusta_subangusta,Eucalyptus_subangusta,Eucalyptus_subangusta,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,subangusta,subangusta
Eucalyptus_subangusta_virescens,Eucalyptus_subangusta,Eucalyptus_subangusta,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,subangusta,virescens
Eucalyptus_subtilis,Eucalyptus_subtilis,Eucalyptus_subtilis,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,subtilis,
Eucalyptus_tumida,Eucalyptus_tumida,Eucalyptus_tumida,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,tumida,
Eucalyptus_varia,Eucalyptus_varia,Eucalyptus_varia,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,varia,
Eucalyptus_wandoo_pulverea,Eucalyptus_wandoo,Eucalyptus_wandoo,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,wandoo,pulverea
Eucalyptus_wandoo_wandoo,Eucalyptus_wandoo,Eucalyptus_wandoo,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,wandoo,wandoo
Eucalyptus_xanthonema,Eucalyptus_xanthonema,Eucalyptus_xanthonema,Eucalyptus,Symphyomyrtus,Glandulosae,Levispermae,Levispermae,xanthonema,
Eucalyptus_articulata,Eucalyptus_articulata,Eucalyptus_articulata,Eucalyptus,Symphyomyrtus,Glandulosae,Loxophlebae,,articulata,
Eucalyptus_blaxellii,Eucalyptus_blaxellii,Eucalyptus_blaxellii,Eucalyptus,Symphyomyrtus,Glandulosae,Loxophlebae,,blaxellii,
Eucalyptus_loxophleba_gratiae,Eucalyptus_loxophleba,Eucalyptus_loxophleba,Eucalyptus,Symphyomyrtus,Glandulosae,Loxophlebae,,loxophleba,gratiae
Eucalyptus_loxophleba_lissophloia,Eucalyptus_loxophleba,Eucalyptus_loxophleba,Eucalyptus,Symphyomyrtus,Glandulosae,Loxophlebae,,loxophleba,lissophloia
Eucalyptus_loxophleba_loxophleba,Eucalyptus_loxophleba,Eucalyptus_loxophleba,Eucalyptus,Symphyomyrtus,Glandulosae,Loxophlebae,,loxophleba,loxophleba
Eucalyptus_loxophleba_supralaevis,Eucalyptus_loxophleba,Eucalyptus_loxophleba,Eucalyptus,Symphyomyrtus,Glandulosae,Loxophlebae,,loxophleba,supralaevis
Eucalyptus_semota,Eucalyptus_semota,Eucalyptus_semota,Eucalyptus,Symphyomyrtus,Glandulosae,Loxophlebae,,semota,
Eucalyptus_grossa,Eucalyptus_grossa,Eucalyptus_grossa,Eucalyptus,Symphyomyrtus,Glandulosae,Obliquae,,grossa,
Eucalyptus_carnei,Eucalyptus_carnei,Eucalyptus_carnei,Eucalyptus,Symphyomyrtus,Glandulosae,Stricklandianae,,carnei,
Eucalyptus_stricklandii,Eucalyptus_stricklandii,Eucalyptus_stricklandii,Eucalyptus,Symphyomyrtus,Glandulosae,Stricklandianae,,stricklandii,
Eucalyptus_cosmophylla,Eucalyptus_cosmophylla,Eucalyptus_cosmophylla,Eucalyptus,Symphyomyrtus,Incognitae,Incognitae,,cosmophylla,
Eucalyptus_paludicola,Eucalyptus_paludicola,Eucalyptus_paludicola,Eucalyptus,Symphyomyrtus,Incognitae,Incognitae,,paludicola,
Eucalyptus_longifolia,Eucalyptus_longifolia,Eucalyptus_longifolia,Eucalyptus,Symphyomyrtus,Incognitae,Similares,,longifolia,
Eucalyptus_desquamata,Eucalyptus_desquamata,Eucalyptus_desquamata,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,desquamata,
Eucalyptus_desquamata,Eucalyptus_desquamata,Eucalyptus_desquamata,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,desquamata,
Eucalyptus_graniticola,Eucalyptus_graniticola,Eucalyptus_graniticola,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,graniticola,
Eucalyptus_graniticola,Eucalyptus_graniticola,Eucalyptus_graniticola,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,graniticola,
Eucalyptus_macmahonii,Eucalyptus_macmahonii,Eucalyptus_macmahonii,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,macmahonii,
Eucalyptus_macmahonii,Eucalyptus_macmahonii,Eucalyptus_macmahonii,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,macmahonii,
Eucalyptus_mcintyrensis,Eucalyptus_mcintyrensis,Eucalyptus_mcintyrensis,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,mcintyrensis,
Eucalyptus_mcintyrensis,Eucalyptus_mcintyrensis,Eucalyptus_mcintyrensis,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,mcintyrensis,
Eucalyptus_missilis,Eucalyptus_missilis,Eucalyptus_missilis,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,missilis,
Eucalyptus_missilis,Eucalyptus_missilis,Eucalyptus_missilis,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,missilis,
Eucalyptus_mundijongensis,Eucalyptus_mundijongensis,Eucalyptus_mundijongensis,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,mundijongensis,
Eucalyptus_mundijongensis,Eucalyptus_mundijongensis,Eucalyptus_mundijongensis,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,mundijongensis,
Eucalyptus_oxypoma,Eucalyptus_oxypoma,Eucalyptus_oxypoma,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,oxypoma,
Eucalyptus_oxypoma,Eucalyptus_oxypoma,Eucalyptus_oxypoma,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,oxypoma,
Eucalyptus_patentinervis,Eucalyptus_patentinervis,Eucalyptus_patentinervis,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,patentinervis,
Eucalyptus_patentinervis,Eucalyptus_patentinervis,Eucalyptus_patentinervis,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,patentinervis,
Eucalyptus_solitaris,Eucalyptus_solitaris,Eucalyptus_solitaris,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,solitaris,
Eucalyptus_solitarisms,Eucalyptus_solitarisms,Eucalyptus_solitarisms,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,solitarisms,
Eucalyptus_studleyensis,Eucalyptus_studleyensis,Eucalyptus_studleyensis,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,studleyensis,
Eucalyptus_studleyensis,Eucalyptus_studleyensis,Eucalyptus_studleyensis,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,studleyensis,
Eucalyptus_subviridis,Eucalyptus_subviridis,Eucalyptus_subviridis,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,subviridis,
Eucalyptus_subviridis,Eucalyptus_subviridis,Eucalyptus_subviridis,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,subviridis,
Eucalyptus_yumbarrana×subsp.striata,Eucalyptus_yumbarrana×subsp.striata,Eucalyptus_yumbarrana×subsp.striata,Eucalyptus,Symphyomyrtus,Inter-sectionalhybrid,Inter-sectionalhybrid,,yumbarrana×subsp.striata,
Eucalyptus_cryptica,Eucalyptus_cryptica,Eucalyptus_cryptica,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,,cryptica,
Eucalyptus_macta,Eucalyptus_macta,Eucalyptus_macta,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,,macta,
Eucalyptus_notabilis,Eucalyptus_notabilis,Eucalyptus_notabilis,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,,notabilis,
Eucalyptus_resinifera_hemilampra,Eucalyptus_resinifera,Eucalyptus_resinifera,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,,resinifera,hemilampra
Eucalyptus_resinifera_resinifera,Eucalyptus_resinifera,Eucalyptus_resinifera,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,,resinifera,resinifera
Eucalyptus_scias_apoda,Eucalyptus_scias,Eucalyptus_scias,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,,scias,apoda
Eucalyptus_scias_callimastha,Eucalyptus_scias,Eucalyptus_scias,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,,scias,callimastha
Eucalyptus_scias_scias,Eucalyptus_scias,Eucalyptus_scias,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,,scias,scias
Eucalyptus_sp.Cattai,Eucalyptus_sp.Cattai,Eucalyptus_sp.Cattai,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,,sp.Cattai,
Eucalyptus_biterranea,Eucalyptus_biterranea,Eucalyptus_biterranea,Eucalyptus,Symphyomyrtus,Latoangulatae,Robustae,,biterranea,
Eucalyptus_orophila,Eucalyptus_orophila,Eucalyptus_orophila,Eucalyptus,Symphyomyrtus,Latoangulatae,Robustae,,orophila,
Eucalyptus_pellita,Eucalyptus_pellita,Eucalyptus_pellita,Eucalyptus,Symphyomyrtus,Latoangulatae,Robustae,,pellita,
Eucalyptus_robusta,Eucalyptus_robusta,Eucalyptus_robusta,Eucalyptus,Symphyomyrtus,Latoangulatae,Robustae,,robusta,
Eucalyptus_urophylla,Eucalyptus_urophylla,Eucalyptus_urophylla,Eucalyptus,Symphyomyrtus,Latoangulatae,Robustae,,urophylla,
Eucalyptus_wetarensis,Eucalyptus_wetarensis,Eucalyptus_wetarensis,Eucalyptus,Symphyomyrtus,Latoangulatae,Robustae,,wetarensis,
Eucalyptus_botryoides,Eucalyptus_botryoides,Eucalyptus_botryoides,Eucalyptus,Symphyomyrtus,Latoangulatae,Transversae,,botryoides,
Eucalyptus_grandis_Eungella(Nicolle6450),Eucalyptus_grandis,Eucalyptus_grandis,Eucalyptus,Symphyomyrtus,Latoangulatae,Transversae,,grandis,Eungella(Nicolle6450)
Eucalyptus_grandis_grandis,Eucalyptus_grandis,Eucalyptus_grandis,Eucalyptus,Symphyomyrtus,Latoangulatae,Transversae,,grandis,grandis
Eucalyptus_grandis_NorthQueensland(Nicolle2524),Eucalyptus_grandis,Eucalyptus_grandis,Eucalyptus,Symphyomyrtus,Latoangulatae,Transversae,,grandis,NorthQueensland(Nicolle2524)
Eucalyptus_saligna,Eucalyptus_saligna,Eucalyptus_saligna,Eucalyptus,Symphyomyrtus,Latoangulatae,Transversae,,saligna,
Eucalyptus_angophoroides,Eucalyptus_angophoroides,Eucalyptus_angophoroides,Eucalyptus,Symphyomyrtus,Maidenaria,Bridgesianae,,angophoroides,
Eucalyptus_bridgesiana,Eucalyptus_bridgesiana,Eucalyptus_bridgesiana,Eucalyptus,Symphyomyrtus,Maidenaria,Bridgesianae,,bridgesiana,
Eucalyptus_dunnii,Eucalyptus_dunnii,Eucalyptus_dunnii,Eucalyptus,Symphyomyrtus,Maidenaria,Bridgesianae,,dunnii,
Eucalyptus_malacoxylon,Eucalyptus_malacoxylon,Eucalyptus_malacoxylon,Eucalyptus,Symphyomyrtus,Maidenaria,Bridgesianae,,malacoxylon,
Eucalyptus_crenulata,Eucalyptus_crenulata,Eucalyptus_crenulata,Eucalyptus,Symphyomyrtus,Maidenaria,Crenulatae,,crenulata,
Eucalyptus_brunnea,Eucalyptus_brunnea,Eucalyptus_brunnea,Eucalyptus,Symphyomyrtus,Maidenaria,Deaneanae,,brunnea,
Eucalyptus_deanei,Eucalyptus_deanei,Eucalyptus_deanei,Eucalyptus,Symphyomyrtus,Maidenaria,Deaneanae,,deanei,
Eucalyptus_aggregata,Eucalyptus_aggregata,Eucalyptus_aggregata,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,,aggregata,
Eucalyptus_barberi,Eucalyptus_barberi,Eucalyptus_barberi,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,,barberi,
Eucalyptus_brookeriana,Eucalyptus_brookeriana,Eucalyptus_brookeriana,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,,brookeriana,
Eucalyptus_bunyip,Eucalyptus_bunyip,Eucalyptus_bunyip,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,,bunyip,
Eucalyptus_bunyip,Eucalyptus_bunyip,Eucalyptus_bunyip,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,,bunyip,
