taxon,taxon_sp,taxon_sp_new,genus,subgenus,section,series,subseries,species,subspecies
Eucalyptus_curtisi,Eucalyptus_curtisi,Eucalyptus_curtisi,Eucalyptus,Acerosae,Subgen_Acerosae,Subgen_Acerosae,,curtisi,
Eucalyptus_curtisii_curtisii,Eucalyptus_curtisii,Eucalyptus_curtisii,Eucalyptus,Acerosae,Subgen_Acerosae,Subgen_Acerosae,,curtisii,curtisii
Eucalyptus_microcorys,Eucalyptus_microcorys,Eucalyptus_microcorys,Eucalyptus,Alveolata,Subgen_Alveolata,Subgen_Alveolata,,microcorys,
Angophora_bakeri_bakeri,Angophora_bakeri,Eucalyptus_angustata,Eucalyptus,Angophora,Subgen_Angophora,Angophora,Floribundinae,angustata,angustata
Angophora_bakeri_crassifolia,Angophora_bakeri,Eucalyptus_angustata,Eucalyptus,Angophora,Subgen_Angophora,Angophora,Floribundinae,angustata,crassifolia
Angophora_floribunda,Angophora_floribunda,Eucalyptus_florida,Eucalyptus,Angophora,Subgen_Angophora,Angophora,Floribundinae,florida,
Angophora_florida,Angophora_florida,Eucalyptus_florida,Eucalyptus,Angophora,Subgen_Angophora,Angophora,Floribundinae,florida,
Angophora_melana,Angophora_melana,Eucalyptus_melana,Eucalyptus,Angophora,Subgen_Angophora,Angophora,Melanoxylon,melana,
Angophora_melanoxylon,Angophora_melanoxylon,Eucalyptus_melana,Eucalyptus,Angophora,Subgen_Angophora,Angophora,Melanoxylon,melana,
Angophora_apocynifolia_apocynifolia,Angophora_apocynifolia,Eucalyptus_apocynifolia,Eucalyptus,Angophora,Subgen_Angophora,Costatitae,,apocynifolia,apocynifolia
Angophora_apocynifolia_euryphylla,Angophora_apocynifolia,Eucalyptus_apocynifolia,Eucalyptus,Angophora,Subgen_Angophora,Costatitae,,apocynifolia,euryphylla
Angophora_costata_costata,Angophora_costata,Eucalyptus_apocynifolia,Eucalyptus,Angophora,Subgen_Angophora,Costatitae,,apocynifolia,
Angophora_exul,Angophora_exul,Eucalyptus_exul,Eucalyptus,Angophora,Subgen_Angophora,Inter-serieshybrid,,exul,
Angophora_hispida,Angophora_hispida,Eucalyptus_hispida,Eucalyptus,Angophora,Subgen_Angophora,Angophora,Angophora,hispida,
Angophora_inopina,Angophora_inopina,Eucalyptus_inopina,Eucalyptus,Angophora,Subgen_Angophora,Angophora,Floribundinae,inopina,
Angophora_robur,Angophora_robur,Eucalyptus_robur,Eucalyptus,Angophora,Subgen_Angophora,Angophora,Angophora,robur,
Angophora_subvelutina,Angophora_subvelutina,Eucalyptus_subvelutina,Eucalyptus,Angophora,Subgen_Angophora,Angophora,Angophora,subvelutina,
Angophora_woodsiana,Angophora_woodsiana,Eucalyptus_woodsiana,Eucalyptus,Angophora,Subgen_Angophora,Angophora,Floribundinae,woodsiana,
Angophora_leiocarpa,Angophora_leiocarpa,Eucalyptus_leiocarpa,Eucalyptus,Angophora,Subgen_Angophora,Costatitae,,leiocarpa,
Corymbia_dallachiana,Corymbia_dallachiana,Eucalyptus_aparrerinja_dallachiana,Eucalyptus,Blakella,Abbreviatae,Scutiformes,,aparrerinja,
Corymbia_chillagoensis,Corymbia_chillagoensis,Eucalyptus_chillagoensis,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,chillagoensis,
Corymbia_karelgica,Corymbia_karelgica,Eucalyptus_disjuncta,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,disjuncta,
Corymbia_paractia,Corymbia_paractia,Eucalyptus_paractia,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,,
Corymbia_paractia,Corymbia_paractia,Eucalyptus_paractia,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,paractia,
Corymbia_sp.PrinceRegentRiver(Barrett3750&Barrett),Corymbia_sp.PrinceRegentRiver(Barrett3750&Barrett),Eucalyptus_sp.PrinceRegentRiver(Barrett3750&Barrett),Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,sp.PrinceRegentRiver(Barrett3750&Barrett),
Corymbia_aparrerinja_aparrerinja,Corymbia_aparrerinja,Eucalyptus_aparrerinja,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,aparrerinja,aparrerinja
Corymbia_aparrerinja_dallachiana,Corymbia_aparrerinja,Eucalyptus_aparrerinja,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,aparrerinja,dallachiana
Corymbia_arafurica,Corymbia_arafurica,Eucalyptus_arafurica,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,arafurica,
Corymbia_aspera,Corymbia_aspera,Eucalyptus_aspera,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,aspera,
Corymbia_bella,Corymbia_bella,Eucalyptus_bella,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,bella,
Corymbia_blakei,Corymbia_blakei,Eucalyptus_blakei,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,blakei,
Corymbia_candida_lautifolia,Corymbia_candida,Eucalyptus_candida,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,candida,
Corymbia_candida,Corymbia_candida,Eucalyptus_candida,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,candida,
Corymbia_clavigera,Corymbia_clavigera,Eucalyptus_clavigera,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,clavigera,
Corymbia_confertiflora,Corymbia_confertiflora,Eucalyptus_confertiflora,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,confertiflora,
Corymbia_dendromerinx,Corymbia_dendromerinx,Eucalyptus_dendromerinx,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,dendromerinx,
Corymbia_disjuncta,Corymbia_disjuncta,Eucalyptus_disjuncta,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,disjuncta,
Corymbia_ferriticola,Corymbia_ferriticola,Eucalyptus_ferriticola,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,ferriticola,
Corymbia_flavescens,Corymbia_flavescens,Eucalyptus_flavescens,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,flavescens,
Corymbia_gilbertensis,Corymbia_gilbertensis,Eucalyptus_gilbertensis,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,gilbertensis,
Corymbia_grandifolia_grandifolia,Corymbia_grandifolia,Eucalyptus_grandifolia,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,grandifolia,grandifolia
Corymbia_grandifolia_lamprocardia,Corymbia_grandifolia,Eucalyptus_grandifolia,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,grandifolia,lamprocardia
Corymbia_grandifolia_longa,Corymbia_grandifolia,Eucalyptus_grandifolia,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,grandifolia,longa
Corymbia_kombolgiensis,Corymbia_kombolgiensis,Eucalyptus_kombolgiensis,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,kombolgiensis,
Corymbia_papuana,Corymbia_papuana,Eucalyptus_papuana,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,papuana,
Corymbia_pauciseta,Corymbia_pauciseta,Eucalyptus_pauciseta,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,pauciseta,
Corymbia_polysciada,Corymbia_polysciada,Eucalyptus_polysciada,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,polysciada,
Corymbia_tessellaris,Corymbia_tessellaris,Eucalyptus_tessellaris,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,tessellaris,
Corymbia_torta,Corymbia_torta,Eucalyptus_torta,Eucalyptus,Blakella,Abbreviatae,Sect_Abbreviatae,,torta,
Corymbia_citriodora,Corymbia_citriodora,Eucalyptus_citriodora,Eucalyptus,Blakella,Maculatae,Maculatae,,citriodora,
Corymbia_henryi,Corymbia_henryi,Eucalyptus_henryi,Eucalyptus,Blakella,Maculatae,Maculatae,,,
Corymbia_maculata,Corymbia_maculata,Eucalyptus_maculata,Eucalyptus,Blakella,Maculatae,Maculatae,,maculata,
Corymbia_variegata,Corymbia_variegata,Eucalyptus_variegata,Eucalyptus,Blakella,Maculatae,Maculatae,,variegata,
Corymbia_torelliana,Corymbia_torelliana,Eucalyptus_torelliana,Eucalyptus,Blakella,Maculatae,Torellianae,,torelliana,
Corymbia_aureola,Corymbia_aureola,Eucalyptus_aureola,Eucalyptus,Blakella,Naviculares,Sect_Naviculares,,aureola,
Corymbia_bloxsomei,Corymbia_bloxsomei,Eucalyptus_bloxsomei,Eucalyptus,Blakella,Naviculares,Sect_Naviculares,,bloxsomei,
Corymbia_bunites,Corymbia_bunites,Eucalyptus_bunites,Eucalyptus,Blakella,Naviculares,Sect_Naviculares,,bunites,
Corymbia_eximia,Corymbia_eximia,Eucalyptus_eximia,Eucalyptus,Blakella,Naviculares,Sect_Naviculares,,eximia,
Corymbia_leichhardtii,Corymbia_leichhardtii,Eucalyptus_leichhardtii,Eucalyptus,Blakella,Naviculares,Sect_Naviculares,,leichhardtii,
Corymbia_leptoloma,Corymbia_leptoloma,Eucalyptus_leptoloma,Eucalyptus,Blakella,Naviculares,Sect_Naviculares,,leptoloma,
Corymbia_peltata_dimorpha,Corymbia_peltata,Eucalyptus_peltata,Eucalyptus,Blakella,Naviculares,Sect_Naviculares,,peltata,dimorpha
Corymbia_peltata_peltata,Corymbia_peltata,Eucalyptus_peltata,Eucalyptus,Blakella,Naviculares,Sect_Naviculares,,peltata,peltata
Corymbia_petalophylla,Corymbia_petalophylla,Eucalyptus_petalophylla,Eucalyptus,Blakella,Naviculares,Sect_Naviculares,,petalophylla,
Corymbia_scabrida,Corymbia_scabrida,Eucalyptus_scabrida,Eucalyptus,Blakella,Naviculares,Sect_Naviculares,,scabrida,
Corymbia_watsoniana_capillata,Corymbia_watsoniana,Eucalyptus_watsoniana,Eucalyptus,Blakella,Naviculares,Sect_Naviculares,,watsoniana,capillata
Corymbia_watsoniana_watsoniana,Corymbia_watsoniana,Eucalyptus_watsoniana,Eucalyptus,Blakella,Naviculares,Sect_Naviculares,,watsoniana,watsoniana
Corymbia_chlorolampra,Corymbia_chlorolampra,Eucalyptus_chlorolampra,Eucalyptus,Corymbia,Calophyllae,Sect_Calophyllae,,chlorolampra,
Corymbia_calophylla,Corymbia_calophylla,Eucalyptus_calophylla,Eucalyptus,Corymbia,Calophyllae,Sect_Calophyllae,,calophylla,
Corymbia_ficifolia,Corymbia_ficifolia,Eucalyptus_ficifolia,Eucalyptus,Corymbia,Calophyllae,Sect_Calophyllae,,ficifolia,
Corymbia_haematoxylon,Corymbia_haematoxylon,Eucalyptus_haematoxylon,Eucalyptus,Corymbia,Calophyllae,Sect_Calophyllae,,haematoxylon,
Corymbia_gummifera,Corymbia_gummifera,Eucalyptus_gummifera,Eucalyptus,Corymbia,Notiales,Cymbiformes,,gummifera,
Corymbia_abergiana,Corymbia_abergiana,Eucalyptus_abergiana,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,abergiana,
Corymbia_arenaria,Corymbia_arenaria,Eucalyptus_arenaria,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,arenaria,
Corymbia_arnhemensis,Corymbia_arnhemensis,Eucalyptus_arnhemensis,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,arnhemensis,
Corymbia_brachycarpa,Corymbia_brachycarpa,Eucalyptus_brachycarpa,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,brachycarpa,
Corymbia_clandestina,Corymbia_clandestina,Eucalyptus_clandestina,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,clandestina,
Corymbia_clarksoniana,Corymbia_clarksoniana,Eucalyptus_clarksoniana,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,clarksoniana,
Corymbia_hendersonii,Corymbia_hendersonii,Eucalyptus_hendersonii,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,hendersonii,
Corymbia_hylandii,Corymbia_hylandii,Eucalyptus_hylandii,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,hylandii,
Corymbia_intermedia,Corymbia_intermedia,Eucalyptus_intermedia,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,intermedia,
Corymbia_lamprophylla,Corymbia_lamprophylla,Eucalyptus_lamprophylla,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,,
Corymbia_ligans,Corymbia_ligans,Eucalyptus_ligans,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,ligans,
Corymbia_novaguineesis,Corymbia_novaguineesis,Eucalyptus_novaguineesis,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,,
Corymbia_novoguinensis,Corymbia_novoguinensis,Eucalyptus_novoguinensis,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,novoguinensis,
Corymbia_plena,Corymbia_plena,Eucalyptus_plena,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,plena,
Corymbia_polycarpa,Corymbia_polycarpa,Eucalyptus_polycarpa,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,polycarpa,
Corymbia_ptychocarpa_aptycha,Corymbia_ptychocarpa,Eucalyptus_ptychocarpa,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,ptychocarpa,aptycha
Corymbia_ptychocarpa_ptychocarpa,Corymbia_ptychocarpa,Eucalyptus_ptychocarpa,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,ptychocarpa,ptychocarpa
Corymbia_rhodops,Corymbia_rhodops,Eucalyptus_rhodops,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,rhodops,
Corymbia_serendipita,Corymbia_serendipita,Eucalyptus_serendipita,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,serendipita,
Corymbia_stockeri_peninsularis,Corymbia_stockeri,Eucalyptus_stockeri,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,stockeri,peninsularis
Corymbia_stockeri_stockeri,Corymbia_stockeri,Eucalyptus_stockeri,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,stockeri,stockeri
Corymbia_xanthope,Corymbia_xanthope,Eucalyptus_xanthope,Eucalyptus,Corymbia,Notiales,Dorsiventrales,,xanthope,
Corymbia_bleeseri,Corymbia_bleeseri,Eucalyptus_bleeseri,Eucalyptus,Corymbia,Notiales,Isobilaterales,Peltiformes,bleeseri,
Corymbia_byrnesii,Corymbia_byrnesii,Eucalyptus_byrnesii,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,byrnesii,
Corymbia_capricornia,Corymbia_capricornia,Eucalyptus_capricornia,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,capricornia,
Corymbia_chippendalei,Corymbia_chippendalei,Eucalyptus_chippendalei,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,chippendalei,
Corymbia_cliftoniana,Corymbia_cliftoniana,Eucalyptus_cliftoniana,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,cliftoniana,
Corymbia_collina,Corymbia_collina,Eucalyptus_collina,Eucalyptus,Corymbia,Notiales,Isobilaterales,Peltiformes,collina,
Corymbia_dichromophloia,Corymbia_dichromophloia,Eucalyptus_dichromophloia,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,dichromophloia,
Corymbia_drysdalensis,Corymbia_drysdalensis,Eucalyptus_drysdalensis,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,drysdalensis,
Corymbia_ellipsoidea,Corymbia_ellipsoidea,Eucalyptus_ellipsoidea,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,ellipsoidea,
Corymbia_eremaea_eremaea,Corymbia_eremaea,Eucalyptus_eremaea,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,eremaea,eremaea
Corymbia_eremaea_oligocarpa,Corymbia_eremaea,Eucalyptus_eremaea,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,eremaea,oligocarpa
Corymbia_erythrophloia,Corymbia_erythrophloia,Eucalyptus_erythrophloia,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,erythrophloia,
Corymbia_foelscheana,Corymbia_foelscheana,Eucalyptus_foelscheana,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,foelscheana,
Corymbia_greeniana,Corymbia_greeniana,Eucalyptus_greeniana,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,greeniana,
Corymbia_hamersleyana,Corymbia_hamersleyana,Eucalyptus_hamersleyana,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,hamersleyana,
Corymbia_latifolia,Corymbia_latifolia,Eucalyptus_latifolia,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,latifolia,
Corymbia_lenziana,Corymbia_lenziana,Eucalyptus_lenziana,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,lenziana,
Corymbia_nesophila,Corymbia_nesophila,Eucalyptus_nesophila,Eucalyptus,Corymbia,Notiales,Isobilaterales,Peltiformes,nesophila,
Corymbia_oocarpa,Corymbia_oocarpa,Eucalyptus_oocarpa,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,oocarpa,
Corymbia_opaca,Corymbia_opaca,Eucalyptus_opaca,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,opaca,
Corymbia_opacula,Corymbia_opacula,Eucalyptus_opacula,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,opacula,
Corymbia_pedimontana,Corymbia_pedimontana,Eucalyptus_pedimontana,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,pedimontana,
Corymbia_pocillum,Corymbia_pocillum,Eucalyptus_pocillum,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,pocillum,
Corymbia_porrecta,Corymbia_porrecta,Eucalyptus_porrecta,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,porrecta,
Corymbia_semiclara,Corymbia_semiclara,Eucalyptus_semiclara,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,semiclara,
Corymbia_terminalis,Corymbia_terminalis,Eucalyptus_terminalis,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,terminalis,
Corymbia_umbonata,Corymbia_umbonata,Eucalyptus_umbonata,Eucalyptus,Corymbia,Notiales,Isobilaterales,Limitaneae,umbonata,
Corymbia_jacobsiana,Corymbia_jacobsiana,Eucalyptus_jacobsiana,Eucalyptus,Corymbia,Notiales,Jacobsianae,,jacobsiana,
Corymbia_abbreviata,Corymbia_abbreviata,Eucalyptus_abbreviata,Eucalyptus,Corymbia,Notiales,Terminalipterae,,abbreviata,
Corymbia_cadophora_cadophora,Corymbia_cadophora,Eucalyptus_cadophora,Eucalyptus,Corymbia,Notiales,Terminalipterae,,cadophora,cadophora
Corymbia_cadophora_pliantha,Corymbia_cadophora,Eucalyptus_cadophora,Eucalyptus,Corymbia,Notiales,Terminalipterae,,cadophora,pliantha
Corymbia_chartacea,Corymbia_chartacea,Eucalyptus_chartacea,Eucalyptus,Corymbia,Notiales,Terminalipterae,,chartacea,
Corymbia_deserticola_deserticola,Corymbia_deserticola,Eucalyptus_deserticola,Eucalyptus,Corymbia,Notiales,Terminalipterae,,deserticola,deserticola
Corymbia_deserticola_mesogeotica,Corymbia_deserticola,Eucalyptus_deserticola,Eucalyptus,Corymbia,Notiales,Terminalipterae,,deserticola,mesogeotica
Corymbia_dunlopiana,Corymbia_dunlopiana,Eucalyptus_dunlopiana,Eucalyptus,Corymbia,Notiales,Terminalipterae,,dunlopiana,
Corymbia_ferruginea_ferruginea,Corymbia_ferruginea,Eucalyptus_ferruginea,Eucalyptus,Corymbia,Notiales,Terminalipterae,,ferruginea,ferruginea
Corymbia_ferruginea_stypophylla,Corymbia_ferruginea,Eucalyptus_ferruginea,Eucalyptus,Corymbia,Notiales,Terminalipterae,,ferruginea,stypophylla
Corymbia_pachycarpa,Corymbia_pachycarpa,Eucalyptus_pachycarpa,Eucalyptus,Corymbia,Notiales,Terminalipterae,,pachycarpa,
Corymbia_papillosa,Corymbia_papillosa,Eucalyptus_papillosa,Eucalyptus,Corymbia,Notiales,Terminalipterae,,papillosa,
Corymbia_setosa_pedicellaris,Corymbia_setosa,Eucalyptus_setosa,Eucalyptus,Corymbia,Notiales,Terminalipterae,,setosa,pedicellaris
Corymbia_setosa_setosa,Corymbia_setosa,Eucalyptus_setosa,Eucalyptus,Corymbia,Notiales,Terminalipterae,,setosa,setosa
Corymbia_sphaerica,Corymbia_sphaerica,Eucalyptus_sphaerica,Eucalyptus,Corymbia,Notiales,Terminalipterae,,sphaerica,
Corymbia_zygophylla,Corymbia_zygophylla,Eucalyptus_zygophylla,Eucalyptus,Corymbia,Notiales,Terminalipterae,,zygophylla,
Corymbia_trachyphloia,Corymbia_trachyphloia,Eucalyptus_trachyphloia,Eucalyptus,Corymbia,Notiales,Trachyphloiae,,trachyphloia,
Eucalyptus_guilfoylei,Eucalyptus_guilfoylei,Eucalyptus_guilfoylei,Eucalyptus,Cruciformes,Subgen_Cruciformes,Subgen_Cruciformes,,guilfoylei,
Eucalyptus_tenuipes,Eucalyptus_tenuipes,Eucalyptus_tenuipes,Eucalyptus,Cuboidea,Subgen_Cuboidea,Subgen_Cuboidea,,tenuipes,
Eucalyptus_rubiginosa,Eucalyptus_rubiginosa,Eucalyptus_rubiginosa,Eucalyptus,Eucalyptus,Amentum,Rubiginosae,,rubiginosa,
Eucalyptus_acmenoides,Eucalyptus_acmenoides,Eucalyptus_acmenoides,Eucalyptus,Eucalyptus,Amentum,White-mahoganies,,acmenoides,
Eucalyptus_apothalassica,Eucalyptus_apothalassica,Eucalyptus_apothalassica,Eucalyptus,Eucalyptus,Amentum,White-mahoganies,,apothalassica,
Eucalyptus_carnea,Eucalyptus_carnea,Eucalyptus_carnea,Eucalyptus,Eucalyptus,Amentum,White-mahoganies,,carnea,
Eucalyptus_helidonica,Eucalyptus_helidonica,Eucalyptus_helidonica,Eucalyptus,Eucalyptus,Amentum,White-mahoganies,,helidonica,
Eucalyptus_latisinensis,Eucalyptus_latisinensis,Eucalyptus_latisinensis,Eucalyptus,Eucalyptus,Amentum,White-mahoganies,,latisinensis,
Eucalyptus_mediocris,Eucalyptus_mediocris,Eucalyptus_mediocris,Eucalyptus,Eucalyptus,Amentum,White-mahoganies,,mediocris,
Eucalyptus_psammitica,Eucalyptus_psammitica,Eucalyptus_psammitica,Eucalyptus,Eucalyptus,Amentum,White-mahoganies,,psammitica,
Eucalyptus_umbra,Eucalyptus_umbra,Eucalyptus_umbra,Eucalyptus,Eucalyptus,Amentum,White-mahoganies,,umbra,
Eucalyptus_fastigata,Eucalyptus_fastigata,Eucalyptus_fastigata,Eucalyptus,Eucalyptus,Eucalyptus,Eucalyptus,,fastigata,
Eucalyptus_obliqua,Eucalyptus_obliqua,Eucalyptus_obliqua,Eucalyptus,Eucalyptus,Eucalyptus,Eucalyptus,,obliqua,
Eucalyptus_regnans,Eucalyptus_regnans,Eucalyptus_regnans,Eucalyptus,Eucalyptus,Eucalyptus,Eucalyptus,,regnans,
Eucalyptus_delegatensis,Eucalyptus_delegatensis,Eucalyptus_delegatensis,Eucalyptus,Eucalyptus,Eucalyptus,Fraxinales,,delegatensis,
Eucalyptus_fraxinoides,Eucalyptus_fraxinoides,Eucalyptus_fraxinoides,Eucalyptus,Eucalyptus,Eucalyptus,Fraxinales,,fraxinoides,
Eucalyptus_luehmanniana,Eucalyptus_luehmanniana,Eucalyptus_luehmanniana,Eucalyptus,Eucalyptus,Eucalyptus,Fraxinales,,luehmanniana,
Eucalyptus_oreades,Eucalyptus_oreades,Eucalyptus_oreades,Eucalyptus,Eucalyptus,Eucalyptus,Fraxinales,,oreades,
Eucalyptus_sphaerocarpa,Eucalyptus_sphaerocarpa,Eucalyptus_sphaerocarpa,Eucalyptus,Eucalyptus,Eucalyptus,Fraxinales,,sphaerocarpa,
Eucalyptus_tasmaniensis,Eucalyptus_tasmaniensis,Eucalyptus_tasmaniensis,Eucalyptus,Eucalyptus,Eucalyptus,Fraxinales,,tasmaniensis,
Eucalyptus_phoenix,Eucalyptus_phoenix,Eucalyptus_phoenix,Eucalyptus,Eucalyptus,Eucalyptus,Inter-serieshybrid,,phoenix,
Eucalyptus_phoenix,Eucalyptus_phoenix,Eucalyptus_phoenix,Eucalyptus,Eucalyptus,Eucalyptus,Inter-serieshybrid,,phoenix,
Eucalyptus_mitchelliana,Eucalyptus_mitchelliana,Eucalyptus_mitchelliana,Eucalyptus,Eucalyptus,Eucalyptus,Longitudinales,,mitchelliana,
Eucalyptus_moorei_moorei,Eucalyptus_moorei,Eucalyptus_moorei,Eucalyptus,Eucalyptus,Eucalyptus,Longitudinales,,moorei,moorei
Eucalyptus_moorei_serpentinicola,Eucalyptus_moorei,Eucalyptus_moorei,Eucalyptus,Eucalyptus,Eucalyptus,Longitudinales,,moorei,serpentinicola
Eucalyptus_stellulata,Eucalyptus_stellulata,Eucalyptus_stellulata,Eucalyptus,Eucalyptus,Eucalyptus,Longitudinales,,stellulata,
Eucalyptus_boliviana,Eucalyptus_boliviana,Eucalyptus_boliviana,Eucalyptus,Eucalyptus,Eucalyptus,Olsenianae,,boliviana,
Eucalyptus_deuaensis,Eucalyptus_deuaensis,Eucalyptus_deuaensis,Eucalyptus,Eucalyptus,Eucalyptus,Olsenianae,,deuaensis,
Eucalyptus_olsenii,Eucalyptus_olsenii,Eucalyptus_olsenii,Eucalyptus,Eucalyptus,Eucalyptus,Olsenianae,,olsenii,
Eucalyptus_agglomerata,Eucalyptus_agglomerata,Eucalyptus_agglomerata,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,agglomerata,
Eucalyptus_alpina,Eucalyptus_alpina,Eucalyptus_alpina,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,alpina,
Eucalyptus_alpina,Eucalyptus_alpina,Eucalyptus_alpina,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,alpina,
Eucalyptus_arenacea,Eucalyptus_arenacea,Eucalyptus_arenacea,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,arenacea,
Eucalyptus_aurifodina,Eucalyptus_aurifodina,Eucalyptus_aurifodina,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,aurifodina,
Eucalyptus_baxteri,Eucalyptus_baxteri,Eucalyptus_baxteri,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,baxteri,
Eucalyptus_bensonii,Eucalyptus_bensonii,Eucalyptus_bensonii,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,bensonii,
Eucalyptus_blaxlandii,Eucalyptus_blaxlandii,Eucalyptus_blaxlandii,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,blaxlandii,
Eucalyptus_caliginosa,Eucalyptus_caliginosa,Eucalyptus_caliginosa,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,caliginosa,
Eucalyptus_cameronii,Eucalyptus_cameronii,Eucalyptus_cameronii,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,cameronii,
Eucalyptus_camfieldii,Eucalyptus_camfieldii,Eucalyptus_camfieldii,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,camfieldii,
Eucalyptus_capitellata,Eucalyptus_capitellata,Eucalyptus_capitellata,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,capitellata,
Eucalyptus_conglomerata,Eucalyptus_conglomerata,Eucalyptus_conglomerata,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,conglomerata,
